time,acc_x,acc_y,acc_z
14:43:44.704,-0.05713,0.92651,0.42407;
14:43:44.784,-0.05884,0.92700,0.42554;
14:43:44.864,-0.05664,0.92651,0.42725;
14:43:44.944,-0.05762,0.92676,0.42407;
14:43:45.024,-0.05859,0.92725,0.42432;
14:43:45.104,-0.05811,0.92627,0.42407;
14:43:45.184,-0.05859,0.92651,0.42456;
14:43:45.264,-0.05713,0.92627,0.42505;
14:43:45.344,-0.05737,0.92627,0.42554;
14:43:45.424,-0.05737,0.92725,0.42432;
14:43:45.504,-0.05591,0.92700,0.42480;
14:43:45.584,-0.05664,0.92725,0.42578;
14:43:45.664,-0.05688,0.92773,0.42480;
14:43:45.744,-0.05713,0.92676,0.42480;
14:43:45.824,-0.05786,0.92725,0.42432;
14:43:45.904,-0.05688,0.92651,0.42456;
14:43:45.984,-0.05713,0.92603,0.42285;
14:43:46.064,-0.05835,0.92700,0.42432;
14:43:46.144,-0.05811,0.92725,0.42334;
14:43:46.224,-0.05762,0.92700,0.42358;
14:43:46.304,-0.05786,0.92773,0.42529;
14:43:46.384,-0.05688,0.92749,0.42505;
14:43:46.464,-0.05737,0.92749,0.42529;
14:43:46.544,-0.05664,0.92725,0.42480;
14:43:46.624,-0.05737,0.92725,0.42554;
14:43:46.704,-0.05835,0.92749,0.42358;
14:43:46.784,-0.05908,0.92700,0.42407;
14:43:46.864,-0.05835,0.92725,0.42310;
14:43:46.944,-0.05713,0.92676,0.42383;
14:43:47.024,-0.05737,0.92749,0.42529;
14:43:47.104,-0.05737,0.92773,0.42725;
14:43:47.184,-0.05786,0.92725,0.42505;
14:43:47.264,-0.05762,0.92725,0.42480;
14:43:47.344,-0.05737,0.92627,0.42578;
14:43:47.424,-0.05811,0.92725,0.42554;
14:43:47.504,-0.05811,0.92773,0.42676;
14:43:47.584,-0.05737,0.92676,0.42725;
14:43:47.664,-0.05811,0.92725,0.42676;
14:43:47.744,-0.05762,0.92725,0.42432;
14:43:47.824,-0.05981,0.92700,0.42676;
14:43:47.904,-0.05713,0.92627,0.42505;
14:43:47.984,-0.05713,0.92651,0.42432;
14:43:48.064,-0.05835,0.92651,0.42529;
14:43:48.144,-0.05859,0.92627,0.42480;
14:43:48.224,-0.05884,0.92676,0.42334;
14:43:48.304,-0.05566,0.92676,0.42480;
14:43:48.384,-0.05713,0.92725,0.42603;
14:43:48.464,-0.05859,0.92725,0.42456;
14:43:48.544,-0.05737,0.92700,0.42578;
14:43:48.624,-0.05664,0.92676,0.42554;
14:43:48.704,-0.05762,0.92725,0.42432;
14:43:48.784,-0.05859,0.92749,0.42505;
14:43:48.864,-0.05762,0.92749,0.42480;
14:43:48.944,-0.05542,0.92700,0.42383;
14:43:49.024,-0.05615,0.92725,0.42432;
14:43:49.104,-0.05786,0.92773,0.42529;
14:43:49.184,-0.05762,0.92749,0.42554;
14:43:49.264,-0.05688,0.92822,0.42480;
14:43:49.344,-0.05640,0.92749,0.42456;
14:43:49.424,-0.05664,0.92798,0.42554;
14:43:49.504,-0.05664,0.92651,0.42432;
14:43:49.584,-0.05713,0.92725,0.42407;
14:43:49.664,-0.05713,0.92725,0.42358;
14:43:49.744,-0.05786,0.92700,0.42529;
14:43:49.824,-0.05786,0.92773,0.42480;
14:43:49.904,-0.05591,0.92725,0.42334;
14:43:49.984,-0.05786,0.92798,0.42358;
14:43:50.064,-0.05811,0.92773,0.42334;
14:43:50.144,-0.05640,0.92700,0.42505;
14:43:50.224,-0.05786,0.92700,0.42358;
14:43:50.304,-0.05664,0.92725,0.42383;
14:43:50.384,-0.05835,0.92725,0.42432;
14:43:50.464,-0.05786,0.92725,0.42334;
14:43:50.544,-0.05615,0.92651,0.42407;
14:43:50.624,-0.05859,0.92627,0.42432;
14:43:50.704,-0.05786,0.92822,0.42310;
14:43:50.784,-0.05859,0.92749,0.42432;
14:43:50.864,-0.05664,0.92749,0.42529;
14:43:50.944,-0.05493,0.92798,0.42358;
14:43:51.024,-0.05859,0.92798,0.42334;
14:43:51.104,-0.05786,0.92822,0.42310;
14:43:51.184,-0.05615,0.92822,0.42432;
14:43:51.264,-0.05640,0.92798,0.42480;
14:43:51.344,-0.05688,0.92822,0.42358;
14:43:51.424,-0.05688,0.92798,0.42407;
14:43:51.504,-0.05688,0.92725,0.42456;
14:43:51.584,-0.05688,0.92725,0.42529;
14:43:51.664,-0.05762,0.92725,0.42456;
14:43:51.744,-0.05664,0.92847,0.42285;
14:43:51.824,-0.05762,0.92773,0.42383;
14:43:51.904,-0.05615,0.92700,0.42432;
14:43:51.984,-0.05640,0.92749,0.42383;
14:43:52.064,-0.05835,0.92749,0.42407;
14:43:52.144,-0.05713,0.92725,0.42358;
14:43:52.224,-0.05762,0.92651,0.42358;
14:43:52.304,-0.05688,0.92700,0.42456;
14:43:52.384,-0.05884,0.92725,0.42383;
14:43:52.464,-0.05737,0.92725,0.42188;
14:43:52.544,-0.05737,0.92700,0.42285;
14:43:52.624,-0.05981,0.92773,0.42310;
14:43:52.704,-0.05884,0.92798,0.42383;
14:43:52.784,-0.05518,0.92749,0.42407;
14:43:52.864,-0.05664,0.92773,0.42334;
14:43:52.944,-0.05640,0.92847,0.42407;
14:43:53.024,-0.05762,0.92798,0.42358;
14:43:53.104,-0.05835,0.92725,0.42358;
14:43:53.184,-0.05835,0.92700,0.42554;
14:43:53.264,-0.05444,0.92676,0.42334;
14:43:53.344,-0.05835,0.92700,0.42529;
14:43:53.424,-0.05566,0.92700,0.42603;
14:43:53.504,-0.05762,0.92676,0.42700;
14:43:53.584,-0.05737,0.92700,0.42651;
14:43:53.664,-0.05591,0.92627,0.42554;
14:43:53.744,-0.05615,0.92603,0.42700;
14:43:53.824,-0.05615,0.92798,0.42358;
14:43:53.904,-0.06079,0.92480,0.43042;
14:43:53.984,-0.05493,0.92651,0.42529;
14:43:54.064,-0.05371,0.92847,0.42310;
14:43:54.144,-0.05884,0.92700,0.42432;
14:43:54.224,-0.06152,0.92773,0.42188;
14:43:54.304,-0.05591,0.92749,0.42651;
14:43:54.384,-0.05713,0.92700,0.42627;
14:43:54.464,-0.05713,0.92651,0.42383;
14:43:54.544,-0.05640,0.92676,0.42358;
14:43:54.624,-0.05884,0.92700,0.42529;
14:43:54.704,-0.05762,0.92749,0.42407;
14:43:54.784,-0.05713,0.92749,0.42456;
14:43:54.864,-0.05713,0.92749,0.42285;
14:43:54.944,-0.05566,0.92798,0.42554;
14:43:55.024,-0.05859,0.92822,0.42627;
14:43:55.104,-0.05518,0.92700,0.42358;
14:43:55.184,-0.06006,0.92847,0.42261;
14:43:55.264,-0.05688,0.92798,0.42090;
14:43:55.344,-0.05591,0.92603,0.43091;
14:43:55.424,-0.05713,0.92896,0.42407;
14:43:55.504,-0.05420,0.92651,0.42065;
14:43:55.584,-0.06226,0.92896,0.42163;
14:43:55.664,-0.06641,0.93091,0.43628;
14:43:55.744,-0.05298,0.92432,0.44653;
14:43:55.824,-0.04150,0.91528,0.42188;
14:43:55.904,-0.05298,0.91724,0.42944;
14:43:55.984,-0.06104,0.92603,0.45313;
14:43:56.064,-0.05103,0.92114,0.45117;
14:43:56.144,-0.04712,0.91406,0.43994;
14:43:56.224,-0.05835,0.91602,0.44824;
14:43:56.304,-0.05762,0.91162,0.46045;
14:43:56.384,-0.04810,0.91528,0.45410;
14:43:56.464,-0.05371,0.91797,0.45532;
14:43:56.544,-0.05835,0.91113,0.45630;
14:43:56.624,-0.04443,0.91797,0.44653;
14:43:56.704,-0.05200,0.92188,0.44849;
14:43:56.784,-0.05762,0.91748,0.44995;
14:43:56.864,-0.04712,0.91846,0.43945;
14:43:56.944,-0.04956,0.92554,0.43701;
14:43:57.024,-0.05859,0.92603,0.43848;
14:43:57.104,-0.05591,0.92285,0.43701;
14:43:57.184,-0.05298,0.92285,0.43628;
14:43:57.264,-0.05518,0.92505,0.43481;
14:43:57.344,-0.05249,0.92407,0.43652;
14:43:57.424,-0.05664,0.92139,0.43335;
14:43:57.504,-0.05591,0.92651,0.43433;
14:43:57.584,-0.05200,0.92432,0.43481;
14:43:57.664,-0.05566,0.92188,0.43262;
14:43:57.744,-0.05444,0.92310,0.43530;
14:43:57.824,-0.05835,0.92334,0.43481;
14:43:57.904,-0.05566,0.92432,0.43359;
14:43:57.984,-0.05029,0.92529,0.43066;
14:43:58.064,-0.05420,0.92456,0.43481;
14:43:58.144,-0.05933,0.92529,0.43359;
14:43:58.224,-0.05591,0.92505,0.43408;
14:43:58.304,-0.05151,0.92407,0.43115;
14:43:58.384,-0.05615,0.92529,0.42822;
14:43:58.464,-0.05688,0.92480,0.43213;
14:43:58.544,-0.05884,0.92578,0.43042;
14:43:58.624,-0.06104,0.92456,0.42822;
14:43:58.704,-0.05518,0.92651,0.42529;
14:43:58.784,-0.05200,0.92749,0.42505;
14:43:58.864,-0.05957,0.92969,0.42334;
14:43:58.944,-0.06445,0.92798,0.42236;
14:43:59.024,-0.05078,0.92603,0.42358;
14:43:59.104,-0.05200,0.92993,0.42383;
14:43:59.184,-0.05737,0.92798,0.42554;
14:43:59.264,-0.05615,0.92944,0.42139;
14:43:59.344,-0.06543,0.92700,0.42676;
14:43:59.424,-0.05981,0.92920,0.42700;
14:43:59.504,-0.06104,0.93066,0.42261;
14:43:59.584,-0.06567,0.92749,0.41504;
14:43:59.664,-0.06323,0.93994,0.40332;
14:43:59.744,-0.06152,0.92554,0.43579;
14:43:59.824,-0.05640,0.93066,0.43018;
14:43:59.904,-0.06396,0.92529,0.42261;
14:43:59.984,-0.06030,0.92407,0.43481;
14:44:00.064,-0.06055,0.92432,0.43774;
14:44:00.144,-0.06226,0.92480,0.43164;
14:44:00.224,-0.06226,0.92627,0.42383;
14:44:00.304,-0.05249,0.92993,0.42944;
14:44:00.384,-0.04785,0.92651,0.41699;
14:44:00.464,-0.04272,0.92505,0.42871;
14:44:00.544,-0.04761,0.92285,0.43994;
14:44:00.624,-0.06079,0.92676,0.43018;
14:44:00.704,-0.05933,0.92822,0.42603;
14:44:00.784,-0.06104,0.92871,0.42554;
14:44:00.864,-0.05835,0.92896,0.42920;
14:44:00.944,-0.05249,0.92603,0.42334;
14:44:01.024,-0.04126,0.92261,0.43311;
14:44:01.104,-0.05322,0.92676,0.42847;
14:44:01.184,-0.07666,0.93066,0.42383;
14:44:01.264,-0.05518,0.92749,0.43042;
14:44:01.344,-0.05591,0.92773,0.42310;
14:44:01.424,-0.05518,0.92725,0.42334;
14:44:01.504,-0.04126,0.92529,0.43018;
14:44:01.584,-0.05151,0.92651,0.43213;
14:44:01.664,-0.06250,0.92773,0.42847;
14:44:01.744,-0.06787,0.92944,0.42432;
14:44:01.824,-0.05371,0.92676,0.42676;
14:44:01.904,-0.04907,0.92676,0.42969;
14:44:01.984,-0.05640,0.92700,0.42480;
14:44:02.064,-0.05054,0.92651,0.43164;
14:44:02.144,-0.06958,0.93018,0.42163;
14:44:02.224,-0.05786,0.92603,0.42676;
14:44:02.304,-0.04517,0.92529,0.43335;
14:44:02.384,-0.06030,0.92725,0.42676;
14:44:02.464,-0.05811,0.92700,0.42578;
14:44:02.544,-0.04761,0.92554,0.42676;
14:44:02.624,-0.05176,0.92700,0.42603;
14:44:02.704,-0.06372,0.92822,0.42529;
14:44:02.784,-0.05933,0.92651,0.42798;
14:44:02.864,-0.05615,0.92700,0.42603;
14:44:02.944,-0.05493,0.92773,0.42822;
14:44:03.024,-0.05957,0.92725,0.42749;
14:44:03.104,-0.05664,0.92725,0.42407;
14:44:03.184,-0.05371,0.92798,0.42383;
14:44:03.264,-0.05151,0.92749,0.42773;
14:44:03.344,-0.05444,0.92700,0.42700;
14:44:03.424,-0.05615,0.92749,0.42920;
14:44:03.504,-0.05664,0.92749,0.42944;
14:44:03.584,-0.05957,0.92749,0.42651;
14:44:03.664,-0.05835,0.92773,0.42603;
14:44:03.744,-0.05688,0.92676,0.42822;
14:44:03.824,-0.05664,0.92725,0.42651;
14:44:03.904,-0.05200,0.92773,0.42310;
14:44:03.984,-0.04712,0.92651,0.42920;
14:44:04.064,-0.05493,0.92773,0.42847;
14:44:04.144,-0.06006,0.92822,0.42749;
14:44:04.224,-0.05884,0.92725,0.42993;
14:44:04.304,-0.05737,0.92749,0.42725;
14:44:04.384,-0.05469,0.92700,0.42578;
14:44:04.464,-0.05420,0.92749,0.42651;
14:44:04.544,-0.05566,0.92725,0.42798;
14:44:04.624,-0.05688,0.92725,0.42676;
14:44:04.704,-0.05859,0.92651,0.42798;
14:44:04.784,-0.05591,0.92749,0.42651;
14:44:04.864,-0.05396,0.92749,0.42554;
14:44:04.944,-0.05469,0.92749,0.42529;
14:44:05.024,-0.05615,0.92773,0.42651;
14:44:05.104,-0.05688,0.92700,0.42700;
14:44:05.184,-0.05615,0.92749,0.42798;
14:44:05.264,-0.05591,0.92725,0.42578;
14:44:05.344,-0.05493,0.92700,0.42529;
14:44:05.424,-0.05542,0.92700,0.42749;
14:44:05.504,-0.05640,0.92676,0.42700;
14:44:05.584,-0.05566,0.92725,0.42603;
14:44:05.664,-0.05542,0.92725,0.42627;
14:44:05.744,-0.05615,0.92773,0.42676;
14:44:05.824,-0.05591,0.92773,0.42578;
14:44:05.904,-0.05518,0.92749,0.42651;
14:44:05.984,-0.05688,0.92822,0.42725;
14:44:06.064,-0.05542,0.92822,0.42627;
14:44:06.144,-0.05444,0.92847,0.42651;
14:44:06.224,-0.05591,0.92798,0.42773;
14:44:06.304,-0.05469,0.92773,0.42725;
14:44:06.384,-0.05566,0.92822,0.42676;
14:44:06.464,-0.05615,0.92798,0.42651;
14:44:06.544,-0.05542,0.92798,0.42603;
14:44:06.624,-0.05688,0.92847,0.42505;
14:44:06.704,-0.05566,0.92798,0.42529;
14:44:06.784,-0.05518,0.92798,0.42432;
14:44:06.864,-0.05884,0.92896,0.42505;
14:44:06.944,-0.05420,0.92700,0.42310;
14:44:07.024,-0.05469,0.92822,0.41968;
14:44:07.104,-0.06055,0.92993,0.42480;
14:44:07.184,-0.05884,0.93042,0.42285;
14:44:07.264,-0.05908,0.92969,0.41724;
14:44:07.344,-0.05273,0.92993,0.41650;
14:44:07.424,-0.05640,0.92993,0.42139;
14:44:07.504,-0.06104,0.93335,0.43018;
14:44:07.584,-0.06226,0.93115,0.44263;
14:44:07.664,-0.05542,0.91016,0.43555;
14:44:07.744,-0.09424,0.92358,0.42993;
14:44:07.824,-0.10913,0.92871,0.41064;
14:44:07.904,-0.05981,0.91211,0.43555;
14:44:07.984,-0.05127,0.91577,0.45435;
14:44:08.064,-0.04395,0.92407,0.43213;
14:44:08.144,-0.05396,0.92285,0.43311;
14:44:08.224,-0.05933,0.91431,0.43579;
14:44:08.304,-0.05347,0.91113,0.44312;
14:44:08.384,-0.06250,0.90454,0.43457;
14:44:08.464,-0.06519,0.91846,0.46436;
14:44:08.544,-0.07471,0.95142,0.56470;
14:44:08.624,-0.04126,0.82422,0.50586;
14:44:08.704,-0.01392,0.80518,0.53906;
14:44:08.784,-0.05200,0.85767,0.61646;
14:44:08.864,-0.05029,0.82031,0.57837;
14:44:08.944,-0.05396,0.84180,0.62402;
14:44:09.024,-0.05811,0.81860,0.61377;
14:44:09.104,-0.05054,0.82202,0.62256;
14:44:09.184,-0.05688,0.83081,0.61719;
14:44:09.264,-0.05664,0.83130,0.58105;
14:44:09.344,-0.07813,0.84863,0.56665;
14:44:09.424,-0.09082,0.85205,0.55859;
14:44:09.504,-0.04004,0.84155,0.56714;
14:44:09.584,-0.00928,0.86792,0.54370;
14:44:09.664,-0.02539,0.85742,0.57275;
14:44:09.744,-0.01636,0.85864,0.56494;
14:44:09.824,-0.00952,0.85596,0.56299;
14:44:09.904,-0.01001,0.85498,0.54883;
14:44:09.984,-0.03906,0.86450,0.52051;
14:44:10.064,-0.07520,0.88330,0.49512;
14:44:10.144,-0.08179,0.88940,0.48120;
14:44:10.224,-0.07080,0.89478,0.48901;
14:44:10.304,-0.05835,0.89526,0.49878;
14:44:10.384,-0.06592,0.89160,0.48877;
14:44:10.464,-0.06909,0.89697,0.48364;
14:44:10.544,-0.06641,0.89380,0.48389;
14:44:10.624,-0.05957,0.89600,0.48853;
14:44:10.704,-0.05493,0.89600,0.49048;
14:44:10.784,-0.06030,0.89673,0.48804;
14:44:10.864,-0.05493,0.89868,0.48315;
14:44:10.944,-0.04175,0.89795,0.48535;
14:44:11.024,-0.04175,0.89526,0.48047;
14:44:11.104,-0.03857,0.90454,0.47266;
14:44:11.184,-0.03833,0.90137,0.47363;
14:44:11.264,-0.04150,0.90308,0.48340;
14:44:11.344,-0.03979,0.90674,0.48071;
14:44:11.424,-0.04736,0.90991,0.46533;
14:44:11.504,-0.04980,0.91406,0.46436;
14:44:11.584,-0.04053,0.91138,0.46680;
14:44:11.664,-0.03271,0.90674,0.46875;
14:44:11.744,-0.02979,0.90820,0.47021;
14:44:11.824,-0.03320,0.91138,0.46460;
14:44:11.904,-0.04004,0.91187,0.45801;
14:44:11.984,-0.04150,0.91431,0.46167;
14:44:12.064,-0.03809,0.91431,0.45752;
14:44:12.144,-0.04248,0.91333,0.45483;
14:44:12.224,-0.04248,0.91406,0.45898;
14:44:12.304,-0.04761,0.91553,0.45923;
14:44:12.384,-0.04663,0.91138,0.46680;
14:44:12.464,-0.04492,0.91064,0.46436;
14:44:12.544,-0.04639,0.91406,0.45435;
14:44:12.624,-0.04517,0.91650,0.45654;
14:44:12.704,-0.05322,0.91211,0.46436;
14:44:12.784,-0.04810,0.90967,0.46631;
14:44:12.864,-0.05249,0.90698,0.47241;
14:44:12.944,-0.04248,0.90820,0.47778;
14:44:13.024,-0.03784,0.89941,0.47754;
14:44:13.104,-0.04492,0.89917,0.48047;
14:44:13.184,-0.05176,0.90283,0.48169;
14:44:13.264,-0.01611,0.89746,0.48755;
14:44:13.344,-0.01953,0.89478,0.48999;
14:44:13.424,-0.03442,0.87915,0.49609;
14:44:13.504,-0.00928,0.88159,0.50757;
14:44:13.584,0.01587,0.87891,0.49805;
14:44:13.664,-0.01343,0.89600,0.50537;
14:44:13.744,-0.06934,0.90527,0.50854;
14:44:13.824,-0.05640,0.88232,0.50635;
14:44:13.904,-0.07959,0.89502,0.48779;
14:44:13.984,-0.07788,0.89600,0.47290;
14:44:14.064,-0.06958,0.90356,0.47534;
14:44:14.144,-0.08252,0.90918,0.47900;
14:44:14.224,-0.05249,0.89575,0.48535;
14:44:14.304,-0.03247,0.90454,0.47217;
14:44:14.384,-0.04297,0.90625,0.47314;
14:44:14.464,-0.03564,0.90186,0.46191;
14:44:14.544,-0.02905,0.91577,0.46021;
14:44:14.624,-0.04443,0.90723,0.46509;
14:44:14.704,-0.03687,0.91040,0.45801;
14:44:14.784,-0.04761,0.91626,0.45923;
14:44:14.864,-0.04883,0.91504,0.46313;
14:44:14.944,-0.05127,0.91406,0.45728;
14:44:15.024,-0.05273,0.92651,0.46729;
14:44:15.104,-0.05762,0.91699,0.46826;
14:44:15.184,-0.00952,0.86255,0.50073;
14:44:15.264,-0.02026,0.92896,0.40723;
14:44:15.344,-0.03320,0.95337,0.40723;
14:44:15.424,-0.04761,0.90137,0.47778;
14:44:15.504,-0.03223,0.94165,0.23022;
14:44:15.584,-0.00977,1.01318,0.18164;
14:44:15.664,-0.05542,1.00903,0.23169;
14:44:15.744,-0.06860,0.99658,0.14429;
14:44:15.824,-0.07007,1.03882,0.09204;
14:44:15.904,-0.06323,1.01221,0.07495;
14:44:15.984,-0.06592,1.01563,0.04810;
14:44:16.064,-0.07129,1.02637,-0.00024;
14:44:16.144,-0.06396,1.08740,0.00464;
14:44:16.224,-0.03687,0.96240,0.04346;
14:44:16.304,0.03442,0.90649,0.25195;
14:44:16.384,0.04785,0.92725,0.45605;
14:44:16.464,0.01343,0.92285,0.41602;
14:44:16.544,0.00732,0.90356,0.42090;
14:44:16.624,-0.00952,0.97681,0.35718;
14:44:16.704,-0.00415,1.00098,0.37622;
14:44:16.784,-0.01050,0.92676,0.41479;
14:44:16.864,-0.01294,0.92603,0.37671;
14:44:16.944,-0.00830,0.92969,0.41016;
14:44:17.024,-0.01782,1.02515,0.32739;
14:44:17.104,-0.01392,0.93726,0.34888;
14:44:17.184,-0.00049,0.90747,0.39526;
14:44:17.264,-0.01025,0.94458,0.37280;
14:44:17.344,-0.02295,0.96802,0.34912;
14:44:17.424,-0.01147,0.97168,0.34521;
14:44:17.504,-0.01343,0.95313,0.35791;
14:44:17.584,-0.02100,0.96338,0.34180;
14:44:17.664,-0.00684,0.95557,0.34790;
14:44:17.744,-0.00415,0.95605,0.35229;
14:44:17.824,-0.00903,0.96509,0.33154;
14:44:17.904,-0.00659,0.95850,0.33936;
14:44:17.984,-0.00635,0.96240,0.33374;
14:44:18.064,-0.00854,0.96533,0.33423;
14:44:18.144,-0.00708,0.96436,0.32983;
14:44:18.224,-0.00024,0.96411,0.32910;
14:44:18.304,-0.00513,0.96606,0.32837;
14:44:18.384,-0.00562,0.96460,0.32813;
14:44:18.464,-0.00366,0.96826,0.32251;
14:44:18.544,-0.00342,0.96460,0.32495;
14:44:18.624,0.00000,0.96436,0.32568;
14:44:18.704,-0.00146,0.96777,0.32031;
14:44:18.784,-0.00049,0.96924,0.32446;
14:44:18.864,-0.01025,0.97021,0.32007;
14:44:18.944,-0.01025,0.96606,0.30957;
14:44:19.024,0.01074,0.96973,0.30615;
14:44:19.104,0.00952,0.97144,0.31201;
14:44:19.184,-0.00708,0.96997,0.30566;
14:44:19.264,-0.00269,0.97021,0.31055;
14:44:19.344,0.00391,0.97070,0.31323;
14:44:19.424,-0.00269,0.97290,0.30005;
14:44:19.504,0.00024,0.97168,0.30420;
14:44:19.584,-0.00049,0.96948,0.30933;
14:44:19.664,0.00146,0.97021,0.30591;
14:44:19.744,-0.00269,0.96997,0.30957;
14:44:19.824,-0.00122,0.97119,0.30835;
14:44:19.904,0.00024,0.97266,0.29688;
14:44:19.984,-0.00049,0.97119,0.30054;
14:44:20.064,0.00098,0.97217,0.29907;
14:44:20.144,0.00439,0.97144,0.30347;
14:44:20.224,0.00146,0.97192,0.30151;
14:44:20.304,-0.00269,0.96997,0.30371;
14:44:20.384,-0.00244,0.96997,0.30591;
14:44:20.464,-0.00098,0.97192,0.29956;
14:44:20.544,-0.00659,0.98315,0.29297;
14:44:20.624,-0.02246,1.02881,0.27222;
14:44:20.704,-0.05029,1.08521,0.18115;
14:44:20.784,-0.00391,0.97754,0.18164;
14:44:20.864,0.03589,1.03003,0.25098;
14:44:20.944,-0.01709,1.14795,0.01953;
14:44:21.024,0.03320,1.00732,-0.30835;
14:44:21.104,0.14966,0.95288,-0.46240;
14:44:21.184,0.26685,0.63477,-0.48511;
14:44:21.264,0.25806,0.17529,-0.71216;
14:44:21.344,0.17139,0.37695,-0.93994;
14:44:21.424,0.13257,0.61670,-0.71875;
14:44:21.504,0.07788,0.77026,-0.62231;
14:44:21.584,0.14722,0.93945,-0.52051;
14:44:21.664,0.13574,0.87427,-0.00684;
14:44:21.744,-0.04907,1.35352,-0.00171;
14:44:21.824,-0.01758,0.93188,-0.23608;
14:44:21.904,-0.05566,0.87549,0.01440;
14:44:21.984,-0.18335,1.21362,0.25562;
14:44:22.064,-0.19141,0.89258,0.18164;
14:44:22.144,-0.17407,1.07861,0.20654;
14:44:22.224,-0.10522,0.99854,0.16553;
14:44:22.304,-0.07642,1.00171,0.11377;
14:44:22.384,-0.01685,1.00073,0.12915;
14:44:22.464,0.00171,0.98389,0.06812;
14:44:22.544,-0.05762,1.02026,0.10840;
14:44:22.624,-0.05029,1.00122,0.08057;
14:44:22.704,-0.02808,1.00244,0.07764;
14:44:22.784,-0.03394,0.99951,0.06812;
14:44:22.864,-0.04980,1.01343,0.09497;
14:44:22.944,-0.06250,1.01489,0.11255;
14:44:23.024,-0.04761,1.01074,0.09961;
14:44:23.104,-0.04150,1.00537,0.08813;
14:44:23.184,-0.02344,1.00024,0.07349;
14:44:23.264,-0.03149,1.00317,0.06860;
14:44:23.344,-0.04785,1.00659,0.07275;
14:44:23.424,-0.05444,1.01294,0.09204;
14:44:23.504,-0.05469,1.01514,0.10010;
14:44:23.584,-0.03540,1.00562,0.08472;
14:44:23.664,-0.03198,1.00464,0.08179;
14:44:23.744,-0.03540,1.00513,0.08032;
14:44:23.824,-0.04370,1.00928,0.08228;
14:44:23.904,-0.04980,1.01147,0.08667;
14:44:23.984,-0.04224,1.00781,0.08374;
14:44:24.064,-0.03711,1.00684,0.08154;
14:44:24.144,-0.04077,1.00830,0.08545;
14:44:24.224,-0.04492,1.00879,0.08447;
14:44:24.304,-0.04028,1.00659,0.07837;
14:44:24.384,-0.04077,1.00879,0.08325;
14:44:24.464,-0.04199,1.00928,0.08472;
14:44:24.544,-0.04053,1.00732,0.08301;
14:44:24.624,-0.04102,1.00830,0.08179;
14:44:24.704,-0.04004,1.00903,0.08252;
14:44:24.784,-0.04102,1.00854,0.08276;
14:44:24.864,-0.04175,1.00757,0.08154;
14:44:24.944,-0.04102,1.00781,0.08105;
14:44:25.024,-0.03931,1.00781,0.08252;
14:44:25.104,-0.03809,1.00732,0.08301;
14:44:25.184,-0.04004,1.00854,0.08423;
14:44:25.264,-0.04419,1.01001,0.08569;
14:44:25.344,-0.04810,1.01147,0.08911;
14:44:25.424,-0.04126,1.00854,0.08203;
14:44:25.504,-0.03687,1.00562,0.07764;
14:44:25.584,-0.03467,1.00610,0.07837;
14:44:25.664,-0.03809,1.00806,0.07935;
14:44:25.744,-0.04199,1.00879,0.08081;
14:44:25.824,-0.04272,1.00903,0.08203;
14:44:25.904,-0.04443,1.00879,0.08423;
14:44:25.984,-0.04419,1.00952,0.08618;
14:44:26.064,-0.04077,1.00806,0.08350;
14:44:26.144,-0.03931,1.00806,0.08105;
14:44:26.224,-0.03979,1.00806,0.08032;
14:44:26.304,-0.04126,1.00732,0.07983;
14:44:26.384,-0.03931,1.00732,0.07983;
14:44:26.464,-0.04224,1.00879,0.08032;
14:44:26.544,-0.04395,1.00903,0.08179;
14:44:26.624,-0.04126,1.00806,0.08057;
14:44:26.704,-0.04199,1.00708,0.07886;
14:44:26.784,-0.04077,1.00659,0.07886;
14:44:26.864,-0.04053,1.00781,0.07910;
14:44:26.944,-0.04443,1.01074,0.08276;
14:44:27.024,-0.04126,1.00781,0.08130;
14:44:27.104,-0.04077,1.00732,0.07983;
14:44:27.184,-0.04150,1.00854,0.08228;
14:44:27.264,-0.03662,1.00757,0.08008;
14:44:27.344,-0.03979,1.00781,0.08057;
14:44:27.424,-0.04346,1.01099,0.07983;
14:44:27.504,-0.04419,1.00854,0.08057;
14:44:27.584,-0.03662,1.00562,0.07861;
14:44:27.664,-0.04077,1.00952,0.07959;
14:44:27.744,-0.03540,1.00635,0.07642;
14:44:27.824,-0.04175,1.00830,0.07983;
14:44:27.904,-0.04468,1.00952,0.07788;
14:44:27.984,-0.03662,1.00659,0.07617;
14:44:28.064,-0.04102,1.00879,0.08081;
14:44:28.144,-0.04028,1.00806,0.07788;
14:44:28.224,-0.04492,1.00952,0.08105;
14:44:28.304,-0.03662,1.00684,0.07568;
14:44:28.384,-0.04004,1.00635,0.07788;
14:44:28.464,-0.04370,1.00903,0.07983;
14:44:28.544,-0.04272,1.00903,0.07935;
14:44:28.624,-0.03979,1.00781,0.07886;
14:44:28.704,-0.03857,1.00879,0.07959;
14:44:28.784,-0.04126,1.01025,0.07910;
14:44:28.864,-0.03931,1.00757,0.07666;
14:44:28.944,-0.04102,1.00879,0.07959;
14:44:29.024,-0.04004,1.00879,0.07959;
14:44:29.104,-0.04004,1.00806,0.08105;
14:44:29.184,-0.04077,1.00903,0.08008;
14:44:29.264,-0.03931,1.00830,0.08154;
14:44:29.344,-0.04102,1.00830,0.08154;
